Title,Address,Rent,URL
$ / 3br - 1275ft Big Three Bedroom & Two Full Bath.," (Ozone Park, 99th street & 101 avenue)","$2,300",http://sfbay.craigslist.orghttps://newyork.craigslist.org/que/apa/d/ozone-park-3br-ft-big-three-bedroom-two/7321717600.html
"3 bedroom, 2 bath with parking, laundry, more!", (Bronxville Vicinity),"$2,700",http://sfbay.craigslist.orghttps://newyork.craigslist.org/wch/apa/d/yonkers-bedroom-bath-with-parking/7321699536.html
🌳Garden Level Duplex w/ Private Yard & Shed 2 blocks from C train ⭐️," (Bed-Stuy, Brooklyn)","$2,950",http://sfbay.craigslist.orghttps://newyork.craigslist.org/brk/apa/d/brooklyn-garden-level-duplex-private/7321684363.html
"$2,6oo JUMBO 3Bed 2Bath w/Balcony+Parking", (near E-F-R-M+#7 trains),$2,http://sfbay.craigslist.orghttps://newyork.craigslist.org/que/apa/d/woodside-26oo-jumbo-3bed-2bath/7321678225.html
💎Gorgeously renovated 3 Bed 2 Bath Duplex off the 2/5 train🔑, (Flatbush),"$2,400",http://sfbay.craigslist.orghttps://newyork.craigslist.org/brk/apa/d/brooklyn-gorgeously-renovated-bed-bath/7321674531.html
3 Bedroom 2 Bath Apartment, (Tuckahoe),"$4,500",http://sfbay.craigslist.orghttps://newyork.craigslist.org/wch/apa/d/tuckahoe-bedroom-bath-apartment/7321671373.html
No Fee & 1 Mo Free* Renovated 3 Bed 2 Bath Near N & W Trains *, (Astoria),"$2,700",http://sfbay.craigslist.orghttps://newyork.craigslist.org/que/apa/d/astoria-no-fee-mo-free-renovated-bed/7321630669.html
BEAUTIFUL 3bd 2bath WITH WASHER/DRYER IN UNIT in private townhouse!, (Crown Heights),"$2,500",http://sfbay.craigslist.orghttps://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-3bd-2bath-with/7321630465.html
►►3 BEDROOM 2 BATH IN RENOVATED BROWNSTONE IN PRIME BED-STUY★NO FEE★, (Bed-Stuy),"$2,750",http://sfbay.craigslist.orghttps://newyork.craigslist.org/brk/apa/d/brooklyn-bedroom-bath-in-renovated/7321585254.html
"No Fee! Stunning  3Bed, with 2Bath + Private Balcony! Central A/C! PLG", (prospect lefferts gardens),"$2,895",http://sfbay.craigslist.orghttps://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-stunning-3bed-with/7321556289.html
Full house rent for $ 2500, (flushing),"$2,500",http://sfbay.craigslist.orghttps://newyork.craigslist.org/que/apa/d/flushing-full-house-rent-for-2500/7321549144.html
BEAUTIFUL 3 BEDROOMS / 2 BATHS RENOVATED APARTMENT *NO FEE* Astoria, (Astoria LIC),"$2,600",http://sfbay.craigslist.orghttps://newyork.craigslist.org/que/apa/d/astoria-beautiful-bedrooms-baths/7321494193.html
[Bed-Stuyv]3Bed/2Bath/1D/1L Apartment for Rent, (Bedford–Stuyvesant),"$2,250",http://sfbay.craigslist.orghttps://newyork.craigslist.org/brk/apa/d/brooklyn-bed-stuyv3bed-2bath-1d-1l/7321480576.html
Large 3 Bed/2Bath/AC/Dish/A/C/F/S/G trains/nofee, (Prospect Heights),"$3,950",http://sfbay.craigslist.orghttps://newyork.craigslist.org/brk/apa/d/brooklyn-large-bed-2bath-ac-dish-c-s/7321471851.html
Penthouse 3 bed/2Bth/20 ft Ceilings/Shared Roofdeck/AC/Lounge/NEWDEV, (Long Island City),"$4,850",http://sfbay.craigslist.orghttps://newyork.craigslist.org/que/apa/d/long-island-city-penthouse-bed-2bth-20/7321463793.html
"🖼 No Fee, picturesque 3-Bed in Bedstuy, steps away from the AC lines.", (BedStuy),"$2,750",http://sfbay.craigslist.orghttps://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-picturesque-bed-in/7321390199.html
3 Bed Room Apartment for rent," (Jamaica, NY 11432)","$2,700",http://sfbay.craigslist.orghttps://newyork.craigslist.org/que/apa/d/jamaica-bed-room-apartment-for-rent/7321293941.html
Beautiful Cozy new built near 7 trian, (Woodside),"$2,400",http://sfbay.craigslist.orghttps://newyork.craigslist.org/que/apa/d/elmhurst-beautiful-cozy-new-built-near/7321253037.html
"3++bdrms / 2 bath duplex - FREE utilities, cable TV and WiFi!", (Windsor Terrace / Park Slope / Prospect Park / Brooklyn),"$4,700",http://sfbay.craigslist.orghttps://newyork.craigslist.org/brk/apa/d/brooklyn-3bdrms-bath-duplex-free/7321203179.html
3 bdrm / 2 bath duplex - WiFi included -- best neighborhood!, (Windsor Terrace / Park Slope / Prospect Park / Brooklyn),"$3,500",http://sfbay.craigslist.orghttps://newyork.craigslist.org/brk/apa/d/brooklyn-bdrm-bath-duplex-wifi-included/7321198783.html
AMAZING 3Br w/ Washer and Dryer!, (Ridgewood),"$2,400",http://sfbay.craigslist.orghttps://newyork.craigslist.org/brk/apa/d/ridgewood-amazing-3br-washer-and-dryer/7321196727.html
!!Stunning 3BR/2BA In Brownstone In BedStuy!!, (BedStuy),"$2,750",http://sfbay.craigslist.orghttps://newyork.craigslist.org/brk/apa/d/brooklyn-stunning-3br-2ba-in-brownstone/7321179442.html
*** No FEE *** 30th Ave *** Pets Okay ***, (Astoria),"$2,600",http://sfbay.craigslist.orghttps://newyork.craigslist.org/que/apa/d/astoria-no-fee-30th-ave-pets-okay/7321157460.html
APARTMENT FOR RENT, (Forest Hills),"$2,350",http://sfbay.craigslist.orghttps://newyork.craigslist.org/que/apa/d/forest-hills-apartment-for-rent/7321148348.html
Spacious 3br 2 full bath apt in brownstone home., (Bed-Stuy),"$2,750",http://sfbay.craigslist.orghttps://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-3br-full-bath-apt-in/7321139867.html
Private home for rent, (STAMFORD),"$2,800",http://sfbay.craigslist.orghttps://newyork.craigslist.org/fct/apa/d/stamford-private-home-for-rent/7321136025.html
"Laundry, Gym, Furnished rooftop, lounge + much more", (Bushwick),"$2,800",http://sfbay.craigslist.orghttps://newyork.craigslist.org/brk/apa/d/brooklyn-laundry-gym-furnished-rooftop/7321121619.html
No Fee & 1 Mo Free* Renovated 3 Bed 2 Bath Near N & W Trains *, (Astoria),"$2,700",http://sfbay.craigslist.orghttps://newyork.craigslist.org/que/apa/d/astoria-no-fee-mo-free-renovated-bed/7321117649.html
For Rent, (Hollis),"$2,500",http://sfbay.craigslist.orghttps://newyork.craigslist.org/que/apa/d/hollis-for-rent/7321095421.html
Williamsburg 3 bed - Laundry in-unit!, (Williamsburg),"$3,750",http://sfbay.craigslist.orghttps://newyork.craigslist.org/brk/apa/d/brooklyn-williamsburg-bed-laundry-in/7321086568.html
Amazing 3 Bed 2 Bath, (Woodside),"$2,800",http://sfbay.craigslist.orghttps://newyork.craigslist.org/que/apa/d/woodside-amazing-bed-bath/7321049045.html
"Amazing 3 bed 2 full bath washer dryer in unit Myrtle J,M trains", (Bushwick),"$2,600",http://sfbay.craigslist.orghttps://newyork.craigslist.org/brk/apa/d/brooklyn-amazing-bed-full-bath-washer/7321042945.html
"GREAT LOCATION 3 BEDROOM, 2 BATH ELIZABETH, LARGE ROOMS","","$1,650",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/elizabeth-great-location-bedroom-bath/7321787072.html
NO BROKER FEE!! NO APPLICATION FEE!! $2400,"","$2,400",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/totowa-no-broker-fee-no-application-fee/7321720543.html
Renovated 3BR & 2 Bath Apt in Boutique Building,"","$1,900",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/bayonne-renovated-3br-bath-apt-in/7321692443.html
WOW!! WOW!! COME LOOK AT THIS !!340 HAMILTON $2400,"","$2,400",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/totowa-wow-wow-come-look-at-this-340/7321674090.html
NEW LISTING 3 bedroom apartment,"","$2,400",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/totowa-new-listing-bedroom-apartment/7321666928.html
Ready to Move! 3 BEDROOMS APARTMENT EASY TO APPLY,"","$2,400",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/paterson-ready-to-move-bedrooms/7321603614.html
Stunning fully renovated home,"",$850,http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/elizabeth-stunning-fully-renovated-home/7321573752.html
LUXURY* 3 BEDROOM* SPACIOUS*,"","$3,545",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/jersey-city-luxury-bedroom-spacious/7321545917.html
Lovely 3 Bed / 2 Ba available at the Luxurious Emerald,"","$2,800",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/jersey-city-lovely-bed-ba-available-at/7309747141.html
Desirable 3 Bedroom 2 Bath home along Downtown Jersey City,"","$4,700",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/jersey-city-desirable-bedroom-bath-home/7309171258.html
Lovely 3 Bd/2B available at the Luxurious Emerald,"","$2,800",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/jersey-city-lovely-bd-2b-available-at/7318183637.html
"1,2,3, BEDROOMS FROM 1,200-2,000","","$1,500",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/newark-123-bedrooms-from/7315375981.html
"1,2,3, BEDROOMS FROM 1,200-2,000","","$1,500",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/newark-123-bedrooms-from/7315375362.html
#*#2 PISOS=RENOVADO 3 CUARTOS 2 BANOS =MADRE Y HIJA APT#*#,"","$1,999",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/west-new-york-pisosrenovado-cuartos/7320481025.html
3 BEDROOM APT  2200.00 NO FEE,"","$2,200",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/edgewater-bedroom-apt-no-fee/7318577524.html
Luxury Brand New 3Br/2Ba | Free Parking| W/D In Unit,"","$2,095",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/east-orange-luxury-brand-new-3br-2ba/7317242850.html
"3 bedroom 2 bath , attached garage parking for 2 cars","","$2,350",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/elizabeth-bedroom-bath-attached-garage/7321445152.html
"Mother/Daughter entire home. Pet OK.Yard,driveway,Garage,CA/C,Avl 5/15","","$3,395",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/rochelle-park-mother-daughter-entire/7316445086.html
"Beautifully Kept 3 Bedroom, 2 Bathroom With Finished Attic & Basement.","",$910,http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/jersey-city-beautifully-kept-bedroom/7321423346.html
"MINT JUNE/JULY HOUSE RENTAL,WEST END,2 DECK,GARAGE!!","",$650,http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/jersey-city-mint-june-july-house/7321423340.html
"3 and 4 BEDROOMS FROM 1,900-2,200","","$1,900",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/newark-and-bedrooms-from/7315369239.html
Good environment 🌻,"","$1,200",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/newark-good-environment/7321380190.html
"NO BROKER FEE, lower security deposit (on approved credit). TWO MONTHS","","$5,200",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/weehawken-no-broker-fee-lower-security/7321388446.html
BEST ACCOMMODATION 3 BEDROOMS APARTMENT EASY TO APPLY,"","$2,400",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/paterson-best-accommodation-bedrooms/7319704882.html
3 Bedroom apt + Loft + Parking,"","$2,500",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/jersey-city-bedroom-apt-loft-parking/7321323634.html
"NO BROKER FEE, low security fee, 2 to 3 months free on select units","","$4,861",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/west-new-york-no-broker-fee-low/7321309893.html
"New 3 Bedroom, 2 Bathroom Apartment in 3 Family Home in Elmora","","$2,200",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/elizabeth-new-bedroom-bathroom/7316548269.html
"Barbeque Grills, Billiards & Game Rooms, Instant Hot Water, Microwave","","$4,362",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/jersey-city-barbeque-grills-billiards/7321282191.html
3 Bed/ 2 Bath - All utilities included,"","$2,400",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/elizabeth-bed-bath-all-utilities/7321266732.html
*Accessible 3Br Apt W/ H&H/W Incl Parking,"",$799,http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/lodi-accessible-3br-apt-hh-incl-parking/7316307037.html
Clifton- Bright and Spacious!! 3beds/2baths/Washer/dryer,"","$2,300",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/clifton-clifton-bright-and-spacious/7321140609.html
Nutley- New! 3beds/2bath/Washer dryer Hook ups In unit/ Parking/Yard,"","$2,450",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/nutley-nutley-new-3beds-2bath-washer/7321130990.html
"Beautifully Kept 3 Bedroom, 2 Bathroom With Finished Attic & Basement.","",$910,http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/staten-island-beautifully-kept-bedroom/7319594623.html
Montclair- Remarkable!!! 3beds/2bath/Washer/Dryer/Garage/Yard/Basement,"","$3,400",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/montclair-montclair-remarkable-3beds/7321122257.html
#*#2 PISOS=RENOVADO 3 CUARTOS 2 BANOS =MADRE Y HIJA APT#*#,"","$1,999",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/west-new-york-pisosrenovado-cuartos/7309805139.html
"GREAT LOCATION THREE BEDROOM, KEARNY, LARGE ROOMS","","$2,100",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/kearny-great-location-three-bedroom/7319715213.html
Luxury 3Br/2Ba W/D In Unit | Free Parking | Real Pics | No Fee,"","$2,255",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/east-orange-luxury-3br-2ba-d-in-unit/7320041155.html
3br / 2 bath,"","$3,000",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/hoboken-3br-bath/7309848473.html
"MINT JUNE/JULY HOUSE RENTAL,WEST END,2 DECK,GARAGE!!","",$650,http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/mint-june-july-house-rentalwest-end2/7321062053.html
**NO FEE** Fee Paid By Owner! Just In Time For Summer!! Pool - NYC Vie,"","$4,980",http://sfbay.craigslist.orghttps://newjersey.craigslist.org/apa/d/hoboken-no-fee-fee-paid-by-owner-just/7321027408.html
Large 3 Bed Rooms for rent - 801 Lincoln St Linden NJ,"","$2,200",http://sfbay.craigslist.orghttps://cnj.craigslist.org/apa/d/linden-large-bed-rooms-for-rent-lincoln/7318488461.html
"WiFi, Barbecue, Fully-equipped kitchen","","$2,700",http://sfbay.craigslist.orghttps://cnj.craigslist.org/apa/d/lawrence-township-wifi-barbecue-fully/7320691236.html
"Public Transportation, Green Community, Package Acceptance","","$2,695",http://sfbay.craigslist.orghttps://cnj.craigslist.org/apa/d/lawrence-township-public-transportation/7321589787.html
"Proximity to Rahway Train Station, Bus, Garden State Parkway, NJ Turnpike","","$1,300",http://sfbay.craigslist.orghttps://cnj.craigslist.org/apa/d/rahway-proximity-to-rahway-train/7321465489.html
"Barbecue, Pet Friendly, Green Apartment","","$2,610",http://sfbay.craigslist.orghttps://cnj.craigslist.org/apa/d/lawrence-township-barbecue-pet-friendly/7319699803.html
"Luxury Apartments with Gym, Pool, Outdoor Courtyard, and more!","","$3,041",http://sfbay.craigslist.orghttps://cnj.craigslist.org/apa/d/south-river-luxury-apartments-with-gym/7321435850.html
"Fireplaces, Green Apartment, Gas Cooking","","$2,570",http://sfbay.craigslist.orghttps://cnj.craigslist.org/apa/d/lawrence-township-fireplaces-green/7318870480.html
Three Bedroom House for Rent,"","$2,500",http://sfbay.craigslist.orghttps://cnj.craigslist.org/apa/d/somerville-three-bedroom-house-for-rent/7308159236.html
New 3 Bedroom/2 Bath apt in 3 Family Home in Elmora Section,"","$2,200",http://sfbay.craigslist.orghttps://cnj.craigslist.org/apa/d/elizabeth-new-bedroom-bath-apt-in/7316550097.html
"Green Apartment, ADA Accessible, Washer/ Dryer","","$2,560",http://sfbay.craigslist.orghttps://cnj.craigslist.org/apa/d/lawrence-township-green-apartment-ada/7313321529.html
"Fitness Center, Package Acceptance, Gas Cooking","","$2,595",http://sfbay.craigslist.orghttps://cnj.craigslist.org/apa/d/lawrence-township-fitness-center/7319235138.html
"WiFi, Package Acceptance, Fully-equipped kitchen","","$2,600",http://sfbay.craigslist.orghttps://cnj.craigslist.org/apa/d/lawrence-township-wifi-package/7320253753.html
"Fireplaces, Barbecue, 24 hour Maintenance","","$2,605",http://sfbay.craigslist.orghttps://cnj.craigslist.org/apa/d/lawrence-township-fireplaces-barbecue/7321199787.html
$800 Beautiful Room for rent in Lakehouse,"",$800,http://sfbay.craigslist.orghttps://cnj.craigslist.org/apa/d/middlesex-800-beautiful-room-for-rent/7321125531.html
Beautiful 3 Bdrm 1.5 Bth Townhouse A Must See!!,"","$3,000",http://sfbay.craigslist.orghttps://longisland.craigslist.org/apa/d/seaford-beautiful-bdrm-15-bth-townhouse/7321814236.html
"13 Shawnee Dr, Magnificent 3 bedroom 2 full bath home for rent.","","$1,050",http://sfbay.craigslist.orghttps://longisland.craigslist.org/apa/d/massapequa-park-13-shawnee-dr/7321737134.html
Open Floorplan-Perfect for entertaining!,"","$3,785",http://sfbay.craigslist.orghttps://longisland.craigslist.org/apa/d/melville-open-floorplan-perfect-for/7312806791.html
Huntington School District!,"","$4,155",http://sfbay.craigslist.orghttps://longisland.craigslist.org/apa/d/huntington-huntington-school-district/7321690430.html
Amazing Location! Amazing Amenities! Amazing Service!,"","$3,810",http://sfbay.craigslist.orghttps://longisland.craigslist.org/apa/d/rockville-centre-amazing-location/7313269505.html
"20 Montrose Rd,","","$1,197",http://sfbay.craigslist.orghttps://longisland.craigslist.org/apa/d/yonkers-20-montrose-rd/7314964091.html
Spring into our Community just in time for the Pool Opening!,"","$3,970",http://sfbay.craigslist.orghttps://longisland.craigslist.org/apa/d/glen-cove-spring-into-our-community/7320509742.html
Open Floorplan-Perfect for entertaining!,"","$3,970",http://sfbay.craigslist.orghttps://longisland.craigslist.org/apa/d/new-york-open-floorplan-perfect-for/7321455646.html
"Location, Community, Quality Living. It Starts Here!","","$1,250",http://sfbay.craigslist.orghttps://longisland.craigslist.org/apa/d/yonkers-location-community-quality/7321256342.html
"Central Location: Close to Smith Haven Mall, Whole Foods, Trader Jo","","$3,815",http://sfbay.craigslist.orghttps://longisland.craigslist.org/apa/d/port-jefferson-central-location-close/7309258838.html
Smithtown School District,"","$3,780",http://sfbay.craigslist.orghttps://longisland.craigslist.org/apa/d/westbury-smithtown-school-district/7311881628.html
"Central Location: Close to Smith Haven Mall, Whole Foods, Trader J","","$3,530",http://sfbay.craigslist.orghttps://longisland.craigslist.org/apa/d/nesconset-central-location-close-to/7315248255.html
Just Renovated - Call Today!,"","$4,487",http://sfbay.craigslist.orghttps://longisland.craigslist.org/apa/d/huntington-just-renovated-call-today/7321145974.html
"Looking For Convenience? Well, Look No Further","","$3,925",http://sfbay.craigslist.orghttps://longisland.craigslist.org/apa/d/new-york-looking-for-convenience-well/7317182969.html
Spacious modern house,"","$2,800",http://sfbay.craigslist.orghttps://longisland.craigslist.org/apa/d/valley-stream-spacious-modern-house/7310802405.html
3 bdr. aptm.,"","$1,395",http://sfbay.craigslist.orghttps://hudsonvalley.craigslist.org/apa/d/lake-peekskill-bdr-aptm/7321796425.html
"Old Farms Rd,  Expansive 3 BR ranch home in sought-after Hagan Farms!","","$1,015",http://sfbay.craigslist.orghttps://hudsonvalley.craigslist.org/apa/d/poughkeepsie-old-farms-rd-expansive-br/7321723318.html
This home 3 bedroom 2 bathroom home for rent !!!,"",$900,http://sfbay.craigslist.orghttps://hudsonvalley.craigslist.org/apa/d/hudson-this-home-bedroom-bathroom-home/7321425925.html
